@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P93.0-S1

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
32.991745,services,single,secondary,no,157.516441,no,no,cellular,14.826734,may,174.72538,1,-1,0,yes
49.307234,management,married,secondary,no,4071.087528,no,no,cellular,3.171753,oct,296.753696,2,119.773687,2.81639,yes
41.043658,management,married,secondary,no,2463.583128,no,no,cellular,7.396693,nov,433.486004,1.74892,84.745603,6.895702,yes
56.523965,management,married,secondary,no,937.880481,no,no,cellular,20.564474,oct,347.333893,1.636619,57.734294,0.197723,yes
40.151061,technician,single,secondary,no,16.54092,no,no,cellular,18.607986,may,991.956195,2.348874,-1,0,yes
45.245977,technician,single,tertiary,no,1447.69544,no,no,cellular,19,may,1011.60206,1,166.23248,1.448306,yes
56.614958,management,married,secondary,no,2913.349244,no,no,cellular,6.494871,feb,240.285359,1.244918,-1,0,yes
31.578362,admin.,married,secondary,no,743.61806,yes,no,cellular,9.849969,may,528.616539,1.57248,330.886636,2.848763,yes
41.505054,technician,married,secondary,no,7046.476688,no,no,cellular,17.74389,aug,480.963446,1.787052,71.080059,2.591495,yes
76.921721,admin.,married,secondary,no,4658.959332,no,no,cellular,12.758412,mar,161.015359,1,-1,0,yes
28.660366,management,married,secondary,no,501.483506,no,no,cellular,27.608579,apr,258.209277,1.002208,-1,0,yes
36.925742,technician,married,secondary,no,4281.42379,yes,no,cellular,17.28222,may,860.013671,1.71532,-1,0,yes
39.091499,management,married,secondary,no,1293.541713,no,no,unknown,18.536751,jun,1477.423098,1,-1,0,yes
47.426417,management,married,tertiary,no,615.470788,no,no,cellular,17.033098,may,300.111465,3.114224,117.649473,3.246512,yes
41.44771,management,married,secondary,no,727.977236,yes,no,cellular,23.857414,oct,291.701376,2.647316,480.851476,1.70213,yes
49.003044,management,married,secondary,no,564.62488,yes,no,cellular,9.414832,oct,424.89576,1.041894,682.735424,3.717016,yes
38.10481,management,married,secondary,no,109.852581,yes,no,cellular,11.361326,may,594.830336,2.79641,7.808344,0.252689,yes
36.109979,blue-collar,married,secondary,no,-4.014681,no,no,cellular,15.262888,aug,623.1485,2.399666,-1,0,yes
55.705837,housemaid,married,primary,no,898.922816,no,no,cellular,11.386707,oct,353.062288,1.816953,-1,0,yes
54.695396,management,married,secondary,no,2629.087712,no,no,cellular,9.898959,jun,322.809867,3.373875,67.110106,1.585323,yes
36.24074,admin.,married,secondary,no,18.190724,no,no,cellular,9.586815,may,430.096759,4.908655,-1,0,yes
33.674739,management,married,secondary,no,0.810405,no,no,cellular,19.659864,apr,93.594891,2.087702,-1,0,yes
34.89204,services,married,secondary,no,76.810869,no,no,cellular,13.880219,oct,287.556544,1.905895,173.585715,3.279137,yes
37.007719,admin.,married,secondary,no,5.741601,no,no,cellular,11.975542,may,498.997944,2.033013,-1,0,yes
33.987422,services,married,secondary,no,477.654519,no,no,cellular,23.250398,apr,515.324827,1.644411,-1,0,yes
33.185713,management,married,secondary,no,826.279282,yes,no,cellular,10.414145,may,860.967483,2.75463,296.888044,3.51942,yes
49.451876,management,married,primary,no,3428.3703,no,no,cellular,18.428962,nov,240.001472,1.04988,-1,0,yes
45.936287,housemaid,married,secondary,no,13.87175,no,no,cellular,13.158736,oct,164.173531,1,94.184695,1.165811,yes
39.800926,management,married,tertiary,no,320.081205,no,no,cellular,16.328693,may,783.015978,1.793861,-1,0,yes
24.174937,management,married,secondary,no,496.868278,no,no,cellular,21.822591,apr,247.73814,1.191283,-1,0,yes
60.427874,services,married,secondary,no,478.500598,no,no,cellular,15.928764,apr,477.916908,1.006781,63.305889,0.99348,yes
47.884665,admin.,married,secondary,no,2228.252196,no,no,cellular,11.191229,feb,248.980292,1.199111,79.005845,0.774531,yes
44.281321,blue-collar,single,secondary,no,465.229259,no,no,cellular,21.30949,jul,1105.32849,2.726936,-1,0,yes
47.021447,services,married,secondary,no,267.161631,yes,no,unknown,4.781216,feb,2139.469819,2.862167,-1,0,yes
27.803689,management,single,tertiary,no,1192.421201,no,no,cellular,22.072515,may,880.913741,2.737335,-1,0,yes
47.44756,blue-collar,married,tertiary,no,2168.375227,yes,no,cellular,29.440858,may,1029.141042,14.030683,-1,0,yes
47.332429,services,married,secondary,no,773.291449,no,no,cellular,8.602601,apr,746.449061,2.329515,-1,0,yes
36.960469,management,married,tertiary,no,2147.145117,yes,no,cellular,17.50292,may,721.022901,2.307601,-1,0,yes
35.444104,technician,married,secondary,no,2450.714184,no,no,cellular,13.733091,feb,100.956049,3.47433,-1,0,yes
55.535983,management,married,secondary,no,1008.495887,no,no,cellular,10.179045,mar,106.213074,1.258862,-1,0,yes
37.115717,management,single,tertiary,no,594.124187,no,no,cellular,18.763161,may,313.193419,2.036686,169.878066,2.554899,yes
29.538794,management,married,secondary,no,4.995687,no,no,cellular,22.459141,apr,101.407262,2.003042,-1,0,yes
31.899573,blue-collar,married,secondary,no,172.825762,no,no,cellular,10.996499,may,504.68381,1,-1,0,yes
34.303248,management,married,secondary,no,1812.36741,no,no,cellular,5.128873,jun,206.156215,2.285252,-1,0,yes
52.928744,blue-collar,married,secondary,no,255.016284,no,no,cellular,22.355791,oct,456.99991,1,85.565404,1,yes
27.45528,blue-collar,single,secondary,no,213.12436,no,no,cellular,26.855592,mar,378.809831,1.125342,-1,0,yes
56.636033,management,married,secondary,no,1856.034396,no,no,cellular,12.94848,jun,197.322203,1.971487,9.420293,0.668578,yes
38.085604,management,married,secondary,no,26.94308,yes,no,cellular,15.448994,may,601.311703,1.931798,231.802814,1.972551,yes
31.38253,services,single,secondary,no,150.866822,no,no,cellular,23.971175,may,147.184393,1.934208,-1,0,yes
36.086786,management,married,secondary,no,-483.421948,yes,no,cellular,16.903478,may,695.002962,1.954538,87.763455,1.013501,yes
30.540755,management,married,tertiary,no,132.735401,yes,no,cellular,5.097414,may,463.817887,6.788893,425.933164,2.683344,yes
67.489575,retired,married,secondary,no,3795.081564,no,no,cellular,18.247385,apr,273.511434,1.060159,98.167756,0.71781,yes
34.850562,management,married,tertiary,no,2421.221013,yes,no,cellular,14.164889,may,702.214878,4.61506,-1,0,yes
58.99785,management,married,tertiary,no,9709.080693,no,no,cellular,21.328606,jun,216.11584,2,-0.507488,0.001921,yes
47.337274,admin.,married,secondary,no,2259.311524,no,no,cellular,12.785953,feb,236.224454,1.842653,18.599941,0.003268,yes
38.092927,management,married,secondary,no,-258.991085,yes,no,cellular,18.425723,may,573.221583,1,134.71101,0.612772,yes
49.153666,management,married,primary,no,3612.45109,no,no,cellular,13.170982,nov,227.153082,1,3.130759,0.766873,yes
23.131642,services,single,secondary,no,74.248603,no,no,cellular,4.000075,apr,118.63888,2.999046,0.996221,5.985311,yes
34.636052,blue-collar,married,secondary,no,116.607674,no,no,cellular,17.111569,jul,1280.983913,2.238324,-1,0,yes
31.938206,admin.,married,secondary,no,4519.202225,no,no,cellular,16.008985,may,411.765489,1.199986,66.139591,0.119615,yes
31.820358,blue-collar,single,secondary,no,211.023429,no,no,cellular,8.059147,mar,338.693352,2.513294,-1,0,yes
27.631704,management,married,secondary,no,791.353506,yes,no,cellular,11.595719,may,567.639773,1.097837,-1,0,yes
58.44444,retired,married,primary,no,662.631066,no,no,cellular,19.332818,may,369.91082,2.12243,-1,0,yes
63.482707,management,married,secondary,no,3891.579865,no,no,cellular,7.015353,oct,742.946782,1.2371,328.248743,1.818956,yes
68.501396,management,married,tertiary,no,7778.483412,no,no,cellular,14.802743,jun,382.654558,1.073895,27.257691,1.419326,yes
52.459838,blue-collar,single,secondary,no,1062.935134,no,no,unknown,13.434746,jun,1575.225361,1,-1,0,yes
37.195462,technician,married,tertiary,no,2668.908286,yes,no,cellular,19.817098,aug,773.234802,1.564125,125.043292,2.644935,yes
62.026272,blue-collar,married,secondary,no,2140.660892,no,no,cellular,18.789687,may,469.09334,1.126192,153.011841,1.835827,yes
37.141721,blue-collar,single,secondary,no,-198.87353,yes,no,cellular,17.900309,may,1173.411847,2.355363,283.946736,5.986763,yes
28.219364,blue-collar,single,secondary,no,606.041985,yes,no,cellular,25.409251,may,1464.597359,20.745106,-1,0,yes
48.808085,housemaid,married,primary,no,908.346086,no,no,cellular,6.466465,apr,389.008963,1.324724,-1,0,yes
45.953709,management,divorced,secondary,no,-86.538062,no,no,cellular,17.039984,oct,268.62767,1,-1,0,yes
56.569511,management,married,secondary,no,-60.375084,yes,no,cellular,18.656497,may,638.786972,1.294791,213.863136,1.12961,yes
23.633835,management,married,secondary,no,496.337848,no,no,cellular,24.664353,apr,265.165487,2.435513,-1,0,yes
53.920023,management,married,secondary,no,4902.684095,no,no,cellular,2.83926,mar,280.147751,1.343495,-1,0,yes
37.513657,management,married,secondary,no,2878.516462,no,no,cellular,6.289836,feb,289.289981,1.515301,-1,0,yes
41.875058,blue-collar,married,secondary,no,2883.569931,no,no,cellular,16.562941,aug,696.549421,1.11093,-1,0,yes
52.845189,blue-collar,married,secondary,no,989.714359,no,no,cellular,20.221479,jun,1116.859539,2.031589,-1,0,yes
70.534065,retired,married,primary,no,223.73914,no,no,cellular,18.34695,oct,98.488132,1,-1,0,yes
42.744271,blue-collar,married,secondary,no,9.549627,yes,no,cellular,22.16128,jul,1452.356806,5.011761,165.639729,1.354243,yes
29.294486,blue-collar,married,secondary,no,-7.373866,no,no,cellular,18.982608,aug,589.615552,3.344659,-1,0,yes
51.272286,blue-collar,married,secondary,no,44.686518,no,no,cellular,20.945887,aug,531.556476,2.005178,-1,0,yes
32.78301,technician,single,secondary,no,-239.68575,yes,no,cellular,17.33414,may,1449.637694,2.730121,-1,0,yes
36.837266,technician,single,secondary,no,-181.442717,yes,no,cellular,13,may,1135.831161,2.753925,-1,0,yes
56.183421,blue-collar,married,tertiary,no,2862.273168,no,no,cellular,21.71009,aug,818.107951,7.796336,-1,0,yes
48.306594,blue-collar,married,secondary,no,25.195516,yes,no,cellular,24.585849,jul,1417.742831,1.311908,178.145989,1.996732,yes
39.774243,management,married,secondary,no,0.299123,no,no,cellular,19.490932,apr,95.800675,1.650028,-1,0,yes
39.168068,retired,married,primary,no,199.727728,no,no,cellular,20.664006,oct,90.562936,2.619528,-1,0,yes
53.696086,technician,married,secondary,no,7042.48663,no,no,cellular,17.294516,aug,479.403313,2.109327,19.566273,2.172762,yes
49.420612,management,married,tertiary,no,1221.779622,no,no,cellular,20.990768,may,254.778623,3.771643,-1,0,yes
37.245237,blue-collar,single,secondary,no,655.790612,no,no,cellular,22.760346,jul,1248.744172,2.064719,106.472827,1.760749,yes
33.001505,services,married,secondary,no,477.997333,no,no,cellular,29.149361,apr,484.811417,1.437334,-1,0,yes
38.772662,blue-collar,married,secondary,no,84.287987,no,no,cellular,6.081685,may,606.352328,2.939547,-1,0,yes
35.397797,management,married,secondary,no,6.959923,no,no,cellular,20.94048,apr,79.302246,1.806362,-1,0,yes
45.015773,management,married,tertiary,no,12269.670464,no,no,cellular,22.628564,sep,335.36721,1,13.683671,0.333232,yes
53.907344,management,married,secondary,no,-821.159051,yes,no,cellular,16.918582,jul,487.376011,1.785641,-1,0,yes
40.063059,services,married,secondary,no,272.334823,yes,no,cellular,16.012983,may,964.503205,2.085798,-1,0,yes
37.436073,management,married,tertiary,no,5970.511687,no,no,cellular,21.580285,feb,235.576609,1.710545,26.279593,0.540882,yes
53.76402,management,married,secondary,no,0.821394,no,no,cellular,24.733111,oct,161.890105,1,135.367463,1.992929,yes
34.143571,management,married,tertiary,no,361.575102,no,no,cellular,16.420071,apr,601.795475,1,25.215588,0.718936,yes
37.713209,management,married,tertiary,no,325.741443,no,no,cellular,7.005216,may,785.521468,1.721594,-1,0,yes
22.138943,student,single,secondary,no,315.290707,no,no,cellular,25.183206,oct,171.629941,3.534347,-1,0,yes
31.599423,services,married,secondary,no,488.172236,no,no,cellular,16.961651,may,983.261893,2.992534,-1,0,yes
38.937395,retired,married,tertiary,no,722.729709,no,no,cellular,21.854121,apr,378.001667,1.923727,-1,0,yes
46.133234,management,married,secondary,no,840.673124,no,no,cellular,9.168229,feb,709.817887,1.944754,289.78665,3.293696,yes
41.116394,admin.,married,secondary,no,9.558374,no,no,cellular,24.578453,may,478.462052,5.752967,-1,0,yes
57.321865,management,married,secondary,no,4251.964033,no,no,cellular,3.955356,aug,255.247376,2.294293,718.591794,3.492692,yes
44.120937,blue-collar,married,secondary,no,91.950511,no,no,cellular,17.247777,jul,1282.142347,1.446663,-1,0,yes
50.645227,blue-collar,married,secondary,no,2181.914813,no,no,cellular,14.239659,feb,140.238061,1.003528,0.718723,0.839446,yes
27.8247,management,single,tertiary,no,5296.693522,no,no,cellular,16.714966,oct,191.657602,1.996444,80.648877,1.981509,yes
26.513613,blue-collar,single,secondary,no,619.106895,yes,no,cellular,27.976458,may,1452.485011,2.097742,-1,0,yes
34.342997,blue-collar,married,secondary,no,249.075293,no,no,cellular,8.51489,oct,409.659202,1.991559,12.214302,0.463477,yes
31.885597,technician,single,secondary,no,1633.855667,no,no,cellular,19.659644,may,718.896926,3.235651,33.896973,0.169677,yes
33.394888,blue-collar,married,secondary,no,2139.676944,yes,no,cellular,16.111359,may,719.134245,2.380028,-1,0,yes
38.9506,management,single,secondary,no,1010.966385,no,no,cellular,10.345545,may,679.70756,1,-1,0,yes
52.268591,management,married,tertiary,no,5791.157831,no,no,cellular,13.6487,feb,999.314436,1.683106,-1,0,yes
30.736595,management,single,secondary,no,206.899891,no,no,cellular,15.70149,mar,365.897934,2.865677,-1,0,yes
49.275767,management,married,secondary,no,384.542431,no,no,cellular,11.972761,aug,258.324836,1,90.343635,3.775811,yes
39.721319,management,married,secondary,no,-306.335391,yes,no,cellular,24.420068,may,697.752472,1.933342,6.621923,0.66574,yes
62.028166,retired,married,secondary,no,3939.644631,no,no,cellular,18.141705,apr,290.291045,2.273585,63.710683,1.423341,yes
27.519949,management,married,secondary,no,2487.120274,no,no,cellular,7.995914,nov,400.610081,1.727415,47.966438,6.028425,yes
35.049836,blue-collar,single,secondary,no,759.050882,yes,no,cellular,5.492332,may,1453.02147,1.156966,95.681895,2.483053,yes
41.38525,blue-collar,married,secondary,no,48.220564,no,no,cellular,17.874597,may,476.779516,7.69491,-1,0,yes
33.950389,blue-collar,married,secondary,no,669.888526,no,no,cellular,13.757186,jul,976.23486,3.116517,-1,0,yes
45.696583,management,married,secondary,no,585.710361,yes,no,cellular,9.878549,may,385.308732,2.237091,396.26219,1.852379,yes
54.880295,blue-collar,married,secondary,no,214.988175,no,no,cellular,12.860198,may,466.249512,1,-1,0,yes
43.472235,management,married,secondary,no,951.200842,no,no,cellular,10.903102,feb,611.057186,1.982249,181.418177,4.750313,yes
41.171363,admin.,married,secondary,no,3616.186091,no,no,cellular,13.626015,nov,255.012766,1.024096,127.32193,0.674705,yes
51.794283,management,married,primary,no,3360.083762,no,no,cellular,4.62731,nov,302.534946,1.116484,57.423518,2.308105,yes
50.091923,blue-collar,married,tertiary,no,2914.313005,no,no,cellular,25.594942,aug,838.394172,8.964494,-1,0,yes
50.10048,management,married,secondary,no,4042.049799,no,no,cellular,3.712952,oct,273.164199,2,181.010973,2.623739,yes
51.541191,admin.,married,secondary,no,26.594004,yes,no,cellular,11.411401,oct,228.916255,2.774838,-1,0,yes
58.01748,management,married,tertiary,no,6021.292363,no,no,cellular,6.903478,feb,556.471128,2.725167,4.14022,0.468142,yes
44.502797,blue-collar,married,secondary,no,2016.673315,no,no,cellular,8.144089,may,412.332908,1.087594,150.828727,1.258983,yes
37.079055,management,married,tertiary,no,1178.637653,no,no,cellular,21.90807,apr,328.461129,1.621694,242.403229,2.661884,yes
39.362804,management,married,tertiary,no,1024.321539,no,no,cellular,10.344254,oct,220.186083,1.001016,76.698424,0.781539,yes
53.188742,technician,married,secondary,no,7022.122867,no,no,cellular,22.680761,aug,480.630786,2.069454,24.166205,2.42666,yes
53.847938,management,married,tertiary,no,605.582146,no,no,cellular,7.331951,may,310.847605,3.008171,118.80237,2.546251,yes
68.07143,admin.,married,secondary,no,4632.601361,no,no,cellular,13.175744,mar,168.879829,1.032817,-1,0,yes
41.229252,management,married,tertiary,no,329.486878,no,no,cellular,12.267955,may,809.890682,1.341942,-1,0,yes
50.88553,management,married,tertiary,no,2308.756735,yes,no,cellular,19.047102,may,831.754147,3.509662,59.746007,0.061263,yes
50.219088,management,married,tertiary,no,1150.010946,no,no,cellular,2.231292,may,332.662669,1.806374,-1,0,yes
33.164457,management,married,secondary,no,2790.001494,no,no,cellular,7.331963,feb,350.536399,2.016121,-1,0,yes
52.96285,management,married,secondary,no,1730.49207,no,no,cellular,14.936773,apr,372.795448,1.32109,245.826307,5.111562,yes
35.048785,technician,single,secondary,no,917.966127,no,no,cellular,18.503252,may,762.043864,1.092944,-1,0,yes
49.136805,blue-collar,married,secondary,no,2074.192063,no,no,cellular,10.637262,may,441.386554,1.101213,117.067631,2.720735,yes
52.806873,retired,married,secondary,no,8210.36367,no,no,cellular,6.291199,jun,235.719829,1.929214,29.586867,0.671073,yes
37.193735,management,single,secondary,no,77.312001,no,no,cellular,18.050292,may,1146.110979,2.44433,-1,0,yes
52.869685,technician,married,secondary,no,291.983333,no,no,cellular,26.47055,oct,412.820592,2.987743,181.83832,1.025593,yes
30.970272,management,married,secondary,no,1459.619336,no,no,cellular,21.989798,apr,312.933971,1.832572,131.59269,1.668638,yes
39.327803,management,married,secondary,no,168.290642,no,no,cellular,9.76082,apr,560.946495,1,-1,0,yes
39.276387,technician,married,secondary,no,2423.249904,no,no,cellular,25.55437,oct,132.829881,3.580975,181.68856,1.587588,yes
46.234412,blue-collar,married,secondary,no,47.681586,no,no,cellular,21.099085,aug,534.908645,2.00774,-1,0,yes
50.933426,management,married,secondary,no,1798.769968,no,no,cellular,20.497742,oct,310.238538,1.286338,25.499145,1.103359,yes
35.071133,technician,married,secondary,no,4507.22313,yes,no,cellular,15.774071,may,850.546322,1.610872,4.109722,0.80599,yes
42.086483,management,married,tertiary,no,1164.420513,no,no,cellular,4.752977,apr,319.64482,1,198.241167,2.367474,yes
35.404899,technician,married,tertiary,no,2690.419859,yes,no,cellular,21.034639,aug,776.482675,1.927939,105.724001,2.430543,yes
40.803407,management,married,secondary,no,4944.299045,no,no,cellular,3.446739,mar,309.193367,2.933205,34.008007,0.795602,yes
29.953096,management,married,tertiary,no,949.470735,no,no,cellular,28.920913,oct,250.439935,1.838087,10.467144,0.337952,yes
41.428517,management,married,secondary,no,30.994633,yes,no,cellular,21.126747,may,644.009395,1.966634,214.252347,1.998776,yes
34.883304,blue-collar,married,secondary,no,1878.125701,no,no,cellular,14.655119,may,726.317673,1.821718,-1,0,yes
65.352462,retired,married,primary,no,616.633577,no,no,cellular,10.613365,may,350.372997,3,62.25401,0.073214,yes
46.799221,services,married,secondary,no,645.279286,yes,no,cellular,15.277672,apr,712.182899,1.234685,-1,0,yes
61.442232,retired,married,secondary,no,8292.545834,no,no,cellular,5.337599,jun,218.911639,1.168343,-0.174983,1.709255,yes
32.411102,technician,single,secondary,no,6.003361,no,no,cellular,20.410034,may,1010.17938,5.438563,-1,0,yes
30.180777,blue-collar,single,secondary,no,455.733148,no,no,cellular,11.538161,jul,658.549179,1,-1,0,yes
68.187364,retired,married,primary,no,245.976478,no,no,cellular,29.895876,oct,160.671556,1.070891,-1,0,yes
59.234479,management,married,tertiary,no,9745.048649,no,no,cellular,18.925829,jun,201.507953,1.999375,11.009961,0.226763,yes
32.856887,services,single,primary,no,182.275586,no,no,cellular,22.357215,oct,108.411249,2.951666,-1,0,yes
35.968087,management,single,tertiary,no,5170.455682,no,no,cellular,15.341729,oct,218.554865,2.606461,169.06599,4.745938,yes
33.445621,management,married,secondary,no,2.939042,no,no,cellular,22.257487,apr,100.509661,2.718732,-1,0,yes
41.968828,technician,single,secondary,no,1573.652833,no,no,cellular,21.776136,may,791.449037,2.274166,50.404636,0.67994,yes
49.172522,admin.,married,secondary,no,2255.575435,no,no,cellular,15.013695,feb,149.863601,1.409671,26.356791,1.24185,yes
58.498997,admin.,divorced,secondary,no,10.901174,no,no,cellular,13.917113,oct,245.046849,1.632348,7.827964,0.009086,yes
29.198059,management,single,tertiary,no,717.81344,yes,no,cellular,7.970916,may,578.722442,2.242348,-1,0,yes
38.027353,management,married,tertiary,no,2.375605,no,no,cellular,16.018946,oct,265.037546,1.679856,180.062924,3.65204,yes
38.053475,management,married,tertiary,no,3.54205,no,no,cellular,16.327691,oct,266.211446,1.220744,169.366501,3.865184,yes
19.714583,services,single,secondary,no,82.207396,no,no,cellular,6.584009,apr,108.138168,2.841293,0.269843,3.21948,yes
59.102907,admin.,married,secondary,no,11.562088,yes,no,cellular,12.48321,oct,232.315457,2.44218,-1,0,yes
33.700105,management,married,tertiary,no,271.439235,no,no,cellular,29.763845,may,756.786738,1.565631,27.593128,0.796281,yes
44.262276,management,divorced,tertiary,no,1350.912982,no,no,cellular,18.492019,aug,716.359069,1.839398,-1,0,yes
37.450856,management,single,tertiary,no,5090.248106,no,no,cellular,24.668656,oct,199.964293,3.196072,9.123229,0.111785,yes
51.628898,retired,married,secondary,no,8200.662951,no,no,cellular,13.179596,jun,154.383109,1.912683,167.765538,0.05915,yes
68.647542,management,married,tertiary,no,1216.562305,no,no,cellular,20.827215,jun,212.948697,2.553773,-1,0,yes
50.264541,management,married,secondary,no,1649.705342,no,no,cellular,5.111171,apr,284.193164,1,170.494359,3.714599,yes
63.247899,retired,married,secondary,no,3873.441326,no,no,cellular,14.452385,apr,268.647131,1.048196,84.645698,1.241131,yes
31.98995,management,married,secondary,no,-229.35665,yes,yes,cellular,16.402026,may,610.923042,2.98959,310.220662,2.446109,yes
29.887954,blue-collar,married,secondary,no,532.444181,no,no,cellular,22.931893,may,978.972177,9.586878,-1,0,yes
50.639072,blue-collar,married,tertiary,no,2183.805175,yes,no,cellular,28.144586,may,1045.55835,12.405425,-1,0,yes
27.461833,management,single,tertiary,no,5369.420079,no,no,cellular,15.889388,oct,188.35937,1.463383,24.597628,0.18391,yes
56.532841,management,married,secondary,no,390.444988,no,no,cellular,11.864341,aug,231.502858,1,90.681859,3.191053,yes
43.628687,management,married,tertiary,no,1291.554329,no,no,cellular,17.865967,may,323.25172,1.013705,18.933065,1.972249,yes
54.388178,management,married,secondary,no,1655.811948,no,no,cellular,17.343859,apr,359.741618,2.004033,328.228634,4.46476,yes
51.233803,management,married,primary,no,3390.173141,no,no,cellular,20.521445,jun,140.610265,1.120075,11.854319,0.006354,yes
36.003511,blue-collar,married,secondary,no,649.180925,no,no,cellular,16.601427,jul,966.36782,2.151886,-1,0,yes
33.848544,management,married,secondary,no,0.762694,no,no,cellular,16.470126,apr,101.364515,2.081417,-1,0,yes
43.121791,management,married,tertiary,no,371.074259,no,no,cellular,9.888727,may,787.770834,1.919113,-1,0,yes
40.752819,technician,married,secondary,no,7081.464198,no,no,cellular,13.546871,aug,701.465818,2.067487,136.664204,2.656417,yes
30.770821,blue-collar,married,secondary,no,530.928538,no,no,cellular,18.362527,jul,1020.455964,9.527014,-1,0,yes
49,management,married,primary,no,3432.786981,no,no,cellular,11.904697,nov,267.184143,1.122983,-1,0,yes
43.682074,services,single,secondary,no,375.731193,yes,no,cellular,8.799789,feb,2062.312503,3.435012,-1,0,yes
48.668163,management,married,tertiary,no,11728.498752,no,no,cellular,19.060471,sep,346.288772,1,168.493032,0.746338,yes
55.772959,admin.,married,secondary,no,16.501433,yes,no,cellular,12.755229,oct,227.18727,2.520665,-1,0,yes
33.9471,blue-collar,single,secondary,no,613.485046,yes,no,cellular,25.619471,may,1393.767978,3.04555,3.338856,0.007551,yes
34.405793,blue-collar,married,secondary,no,225.05886,no,no,cellular,13.834087,may,414.838614,1.206142,-1,0,yes
41.30041,admin.,married,secondary,no,785.211737,no,no,cellular,12.228314,feb,599.60001,1,290.285422,3.47651,yes
38.590103,management,divorced,tertiary,no,1379.435374,no,no,cellular,18.911793,aug,708.788147,1.721221,-1,0,yes
37.784658,blue-collar,married,secondary,no,174.025557,no,no,cellular,18.711086,may,434.049246,1,-1,0,yes
66.255286,retired,married,secondary,no,3782.929468,no,no,cellular,17.353517,apr,201.306415,1.006656,105.203212,0.808954,yes
49.590017,management,married,secondary,no,382.136322,no,no,cellular,11.718779,aug,264.09012,1,90,3.574793,yes
32.598705,management,single,secondary,no,201.568545,no,no,cellular,9.129867,mar,335.157508,2.326954,-1,0,yes
49.024795,retired,married,primary,no,651.292735,no,no,cellular,7.23722,may,353.051065,3.422848,-1,0,yes
31.381046,blue-collar,single,secondary,no,478.698166,no,no,cellular,16.309752,jul,649.803839,2.457226,-1,0,yes
32.192594,technician,single,secondary,no,4.329031,no,no,cellular,20.350205,may,1012.76506,5.049989,-1,0,yes
30.671671,management,married,secondary,no,-241.035847,yes,yes,cellular,17.419955,may,603.672824,3.508679,307.501475,2.237641,yes
63.89803,management,married,tertiary,no,233.895571,no,no,cellular,14.803063,apr,563.70289,1,-1,0,yes
23.7777,management,married,secondary,no,501.732307,no,no,cellular,25.25051,apr,257.615762,1.25072,-1,0,yes
45.944381,services,married,tertiary,no,4.003807,no,no,cellular,29.001158,oct,269.827688,1.037288,242.914922,6.055713,yes
41.045426,management,married,tertiary,no,1033.811157,no,no,cellular,10.092852,mar,205.592468,1.019432,58.303431,2.586906,yes
27,management,married,secondary,no,788.026168,yes,no,cellular,21.377143,may,569.036013,1.134039,-1,0,yes
47.753672,management,married,tertiary,no,312.211672,yes,no,cellular,14.347629,may,466.547771,3.556866,344.490846,1.389665,yes
38.615241,management,married,secondary,no,656.587198,yes,no,cellular,12.521759,sep,343.109968,2,397.557903,1.431299,yes
34.325487,services,married,secondary,no,172.063488,no,no,cellular,14.413216,may,189.109686,1.000461,-1,0,yes
29.228632,management,married,secondary,no,1566.620998,no,no,cellular,8.312755,apr,271.742205,1,-1,0,yes
36.468598,technician,single,secondary,no,949.589733,no,no,cellular,13.333968,may,740.097019,1,-1,0,yes
37.362949,management,married,tertiary,no,1203.370323,no,no,cellular,28.522377,apr,367.257486,1,221.294305,3.537084,yes
34.45242,technician,single,secondary,no,12.145349,no,no,cellular,13.591328,may,1040.826776,1.222815,-1,0,yes
38.825615,management,married,tertiary,no,1310.410664,no,no,cellular,24.405355,apr,305.382285,1.004908,31.121437,2.281859,yes
45.465327,retired,married,secondary,no,543.101044,yes,no,cellular,6.998516,may,352.3332,2.566831,-1,0,yes
32.056013,management,married,secondary,no,943.407863,yes,no,cellular,11.274178,may,798.099726,1.1994,211.620273,4.080329,yes
55.226029,blue-collar,married,secondary,no,4188.377809,no,no,cellular,12.882942,oct,314.007644,1.037182,90.997967,6.893212,yes
51.810466,admin.,married,secondary,no,14.534104,yes,no,cellular,10.262948,oct,212.192991,2.695013,-1,0,yes
31.772853,technician,married,secondary,no,4515.720954,yes,no,cellular,17.517283,may,817.663577,1.329633,-1,0,yes
70.652898,student,single,primary,no,293.500866,no,no,cellular,10.844386,oct,96.230214,1,53.968711,0.444084,yes
